episode_id,block_index,prediction,actual,confidence,context_order,selected,intent_hit
7,4,000000:0:0,008800:1:1,0.25,3,False,False
7,5,008800:0:2,000800:0:1,0.3333333333333333,2,False,False
7,6,000800:1:1,000800:2:1,0.3269230769230769,2,False,False
7,7,008800:1:1,008800:1:1,0.5,3,False,True
8,1,000000:1:1,000000:2:2,0.6074249946039283,1,False,False
8,2,000000:1:1,000000:2:1,0.21530249110320285,2,False,False
8,3,000000:2:0,000000:1:1,0.15217391304347827,3,False,False
8,4,000000:1:1,000000:2:0,0.39285714285714285,3,False,False
8,5,000000:1:1,000800:1:1,0.21621621621621623,3,False,False
8,6,000000:1:1,002800:2:0,0.1875,3,False,False
8,7,000800:0:0,000000:0:1,0.2,2,False,False
9,1,000000:1:1,000000:0:1,0.16424183640478499,1,False,False
9,2,000000:1:1,000000:0:2,0.2336448598130841,2,False,False
9,3,000000:0:1,000800:1:0,0.2857142857142857,3,False,False
9,4,000800:1:1,000800:0:1,0.6666666666666666,3,False,False
9,5,000000:0:1,000800:0:1,0.10714285714285714,2,False,False
9,6,000800:1:1,000800:1:1,0.3333333333333333,3,False,True
9,7,000800:1:1,000800:1:1,0.2564102564102564,3,False,True
10,1,000000:1:1,000800:0:1,0.21408839779005526,1,False,False
10,2,000800:1:1,000800:1:1,0.16176470588235295,2,False,True
10,3,000800:1:1,000800:1:2,0.45454545454545453,3,False,False
10,4,000000:1:1,010000:1:0,0.1111111111111111,3,False,False
10,5,000000:1:1,010000:1:1,0.5,3,False,False
10,6,000000:2:1,010000:1:1,0.5,3,False,False
10,7,010000:1:1,090000:1:2,0.43902439024390244,3,False,False
11,1,000000:1:1,080000:1:1,0.22164308761479276,1,False,False
11,2,080000:1:1,080000:1:1,0.3,2,False,True
11,3,080000:1:1,080000:1:1,0.5714285714285714,3,False,True
11,4,080000:1:1,080000:1:2,0.6108657243816255,3,False,False
11,5,080000:1:1,080000:1:1,0.36538461538461536,3,False,True
11,6,080000:1:1,080000:1:1,0.3170731707317073,3,False,True
11,7,080000:1:1,080000:1:0,0.4444444444444444,3,False,False
12,1,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
12,2,000000:1:1,000000:1:1,0.7444817486963354,2,False,True
12,3,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
12,4,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
12,5,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
12,6,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
12,7,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
13,1,080000:1:1,080000:1:1,0.33203378817413903,1,False,True
13,2,080000:1:1,080000:1:0,0.4141315014720314,2,False,False
13,3,080000:1:1,080000:1:1,0.37168141592920356,3,False,True
13,4,080000:1:1,000000:0:2,0.40458015267175573,3,False,False
13,5,000000:0:2,020800:0:0,0.15384615384615385,3,False,False
13,6,000800:0:2,020800:0:0,0.5,3,False,False
13,7,080000:0:2,020800:0:1,1.0,3,False,False
14,1,000000:1:1,080000:1:1,0.16505423629434182,1,False,False
14,2,080000:1:1,080000:1:1,0.41836734693877553,2,False,True
14,3,080000:1:1,080000:1:1,0.36585365853658536,3,False,True
14,4,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
14,5,080000:1:1,000000:2:0,0.6108657243816255,3,False,False
14,6,080000:1:1,080000:0:2,0.14285714285714285,3,False,False
14,7,080000:2:2,080000:1:1,1.0,3,False,False
15,1,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
15,2,000000:1:1,000800:2:2,0.7444817486963354,2,False,False
15,3,000800:2:1,020800:0:2,0.13793103448275862,3,False,False
15,4,000000:0:2,020800:1:1,1.0,3,False,False
15,5,020800:1:1,020800:2:1,1.0,3,False,False
15,6,020800:0:0,020800:1:1,0.25,3,False,False
15,7,020800:1:1,008800:0:0,0.5555555555555556,3,False,False
16,1,000000:1:1,004000:2:1,0.21408839779005526,1,False,False
16,2,000800:1:1,002800:0:0,0.25,2,False,False
16,3,000000:2:2,020800:0:1,1.0,2,False,False
16,4,002000:0:1,028800:0:1,0.3333333333333333,2,False,False
16,5,020800:1:2,020800:2:0,1.0,3,False,False
16,6,028800:1:1,022800:0:2,1.0,2,False,False
16,7,010000:0:1,022800:2:1,0.5,2,False,False
17,1,000000:1:1,028800:0:2,0.16424183640478499,1,False,False
17,2,028800:2:2,008800:0:0,1.0,2,False,False
17,3,000800:2:1,008800:1:0,1.0,2,False,False
17,4,008800:2:0,008800:2:2,1.0,2,False,False
17,5,008800:1:2,028800:0:0,0.4,2,False,False
17,6,008800:2:1,028800:1:1,0.5,2,False,False
17,7,028800:1:1,028800:1:1,0.3888888888888889,2,False,True
18,1,000000:1:1,000000:2:0,0.6074249946039283,1,False,False
18,2,000000:1:1,000800:0:2,0.21392190152801357,2,False,False
18,3,000000:0:0,000800:0:0,0.1,3,False,False
18,4,000000:2:2,000800:0:1,0.5,3,False,False
18,5,000000:1:0,000800:1:1,0.2,3,False,False
18,6,000800:2:1,000800:0:1,0.3,3,False,False
18,7,000800:0:1,000800:0:1,0.2,3,False,True
19,1,000000:1:1,080000:1:1,0.6074249946039283,1,False,False
19,2,080000:1:1,080000:0:2,0.4465811965811966,2,False,False
19,3,000000:0:0,080000:1:1,0.5,3,False,False
19,4,080000:1:1,080000:0:0,0.22535211267605634,3,False,False
19,5,080000:1:1,080000:1:1,0.5714285714285714,3,False,True
19,6,080000:1:1,080000:1:1,0.4375,3,False,True
19,7,080000:1:1,080000:1:1,0.47115384615384615,3,False,True
20,1,010000:1:1,090800:1:0,0.23434704830053668,1,False,False
20,2,090000:1:1,090000:1:1,0.11764705882352941,1,False,True
20,3,090000:1:1,010000:1:2,0.5,2,False,False
20,4,010000:1:1,010000:1:2,0.25,2,False,False
20,5,010000:0:2,000800:0:0,1.0,3,False,False
20,6,000800:2:0,000000:2:1,0.5,2,False,False
20,7,000000:1:1,080000:1:2,0.125,2,False,False
21,1,080000:1:1,000000:2:2,0.29647283126787416,1,False,False
21,2,000000:2:0,080000:1:0,0.16666666666666666,2,False,False
21,3,080000:1:1,080000:0:0,1.0,3,False,False
21,4,080000:1:1,000800:0:0,0.3010752688172043,2,False,False
21,5,000000:1:1,080000:2:1,0.14285714285714285,2,False,False
21,6,080000:0:1,080000:1:0,1.0,2,False,False
21,7,080000:1:1,080000:1:1,0.2153846153846154,2,False,True
22,1,000000:1:1,000800:0:0,0.21408839779005526,1,False,False
22,2,000000:0:2,002800:1:1,0.08695652173913043,2,False,False
22,3,000800:1:1,002800:2:0,0.5,3,False,False
22,4,000000:1:1,080000:2:1,0.16666666666666666,2,False,False
22,5,080000:1:1,080000:1:1,0.4,2,False,True
22,6,080000:1:2,080000:1:1,0.5,3,False,False
22,7,080000:1:1,080000:2:2,0.34959349593495936,3,False,False
23,1,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
23,2,000000:1:1,008800:0:1,0.7444817486963354,2,False,False
23,3,008800:1:1,008800:1:1,0.23294117647058823,1,False,True
23,4,008800:1:1,000800:2:1,0.47959183673469385,2,False,False
23,5,000000:2:2,000800:2:1,0.25,3,False,False
23,6,000800:2:2,000000:2:1,0.5,3,False,False
23,7,000000:1:1,000000:1:1,0.25,3,False,True
24,1,000000:1:1,000000:2:2,0.6074249946039283,1,False,False
24,2,000000:1:1,000800:2:0,0.21530249110320285,2,False,False
24,3,000800:2:0,000800:0:2,0.3333333333333333,3,False,False
24,4,000000:1:0,000800:0:0,0.5,3,False,False
24,5,000800:2:1,000800:2:2,0.5,3,False,False
24,6,000000:2:2,000800:2:1,0.3333333333333333,3,False,False
24,7,000800:1:1,000800:0:0,0.3333333333333333,3,False,False
25,1,080000:1:1,080800:1:1,0.44108313941188915,1,False,False
25,2,080000:1:1,080800:1:1,0.5147058823529411,2,False,False
25,3,080800:1:1,080800:1:1,0.8571428571428571,3,False,True
25,4,080800:1:1,080800:1:1,0.7647058823529411,3,False,True
25,5,080800:1:1,000000:1:1,0.7647058823529411,3,False,False
25,6,000000:1:2,000000:1:1,0.5,3,False,False
25,7,000000:1:1,000000:2:1,0.7444817486963354,2,False,False
26,1,000000:1:1,000000:0:2,0.6074249946039283,1,False,False
26,2,000000:1:1,000000:0:1,0.25963488843813387,2,False,False
26,3,000000:1:1,004000:0:1,0.2558139534883721,3,False,False
26,4,000000:1:0,000000:0:1,1.0,3,False,False
26,5,000000:0:1,028800:0:1,1.0,3,False,False
26,6,028800:1:1,02c800:0:1,0.22077922077922077,1,False,False
26,7,000000:0:1,028800:2:1,0.16666666666666666,2,False,False
27,1,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
27,2,000000:1:1,000000:0:1,0.7444817486963354,2,False,False
27,3,000000:1:1,080000:0:2,0.35275080906148865,3,False,False
27,4,080000:1:2,080000:1:0,0.5,3,False,False
27,5,080000:1:1,080000:1:1,0.1891891891891892,2,False,True
27,6,080000:1:1,080000:1:0,0.2857142857142857,3,False,False
27,7,080000:1:1,080000:0:1,0.37168141592920356,3,False,False
28,1,000000:1:1,000000:2:0,0.1552357624004899,1,False,False
28,2,000000:1:1,000000:2:2,0.16605166051660517,2,False,False
28,3,000000:2:0,000000:1:1,0.2,3,False,False
28,4,000000:1:1,000000:1:1,0.3157894736842105,3,False,True
28,5,000000:1:1,000000:1:1,0.4927536231884058,3,False,True
28,6,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
28,7,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
29,1,000000:1:1,000000:1:2,0.16505423629434182,1,False,False
29,2,000000:1:1,000000:2:0,0.25870646766169153,2,False,False
29,3,000000:1:1,000000:0:2,0.2727272727272727,3,False,False
29,4,000000:0:0,000800:2:2,0.25,3,False,False
29,5,000000:0:0,080000:1:2,0.5,3,False,False
29,6,080000:1:1,080000:1:1,1.0,3,False,True
29,7,000000:2:0,080000:1:1,0.25,3,False,False
30,1,000000:1:1,000000:2:1,0.6074249946039283,1,False,False
30,2,000000:1:1,000000:1:2,0.30214205186020293,2,False,False
30,3,000000:1:1,000800:1:2,0.43137254901960786,3,False,False
30,4,000000:1:0,000800:2:0,1.0,3,False,False
30,5,000800:1:1,080000:1:1,0.15384615384615385,2,False,False
30,6,080000:1:1,080000:1:1,1.0,3,False,True
30,7,080000:1:1,080000:1:1,0.5,3,False,True
31,1,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
31,2,000000:1:1,000000:1:1,0.7444817486963354,2,False,True
31,3,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
31,4,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
31,5,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
31,6,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
31,7,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
33,1,000000:1:1,080000:2:2,0.1552357624004899,1,False,False
33,2,080000:1:1,084800:2:0,0.4166666666666667,2,False,False
33,3,080800:1:1,000800:1:0,0.2857142857142857,1,False,False
33,4,000800:1:1,080000:0:2,0.15552855407047386,1,False,False
33,5,080000:1:1,080000:1:1,1.0,2,False,True
33,6,000800:1:0,080000:1:1,1.0,3,False,False
33,7,080000:1:1,080000:1:1,0.47058823529411764,3,False,True
34,1,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
34,2,000000:1:1,000000:1:2,0.7444817486963354,2,False,False
34,3,000000:1:1,000000:1:1,0.4168336673346693,3,False,True
34,4,000000:1:1,000000:1:2,0.4829059829059829,3,False,False
34,5,000000:1:1,000000:0:0,0.3013698630136986,3,False,False
34,6,000000:1:1,001000:0:0,0.2777777777777778,3,False,False
34,7,000000:1:2,000800:2:2,0.25,2,False,False
35,1,000000:1:1,000800:2:1,0.14797507788161993,1,False,False
35,2,000800:1:1,000000:2:1,0.13559322033898305,2,False,False
35,3,000000:0:1,020800:0:1,0.6666666666666666,3,False,False
35,4,008800:1:1,000000:0:0,0.5,2,False,False
35,5,000000:1:1,004000:0:1,0.4,2,False,False
35,6,000000:0:1,000000:0:2,0.125,2,False,False
35,7,000000:2:0,000000:0:0,0.375,2,False,False
36,1,000000:0:1,084000:1:2,0.5,1,False,False
36,2,000800:0:0,084000:1:1,0.3333333333333333,1,False,False
36,3,084000:1:2,000000:1:1,1.0,2,False,False
36,4,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
36,5,000000:1:1,000000:1:1,0.7444817486963354,2,False,True
36,6,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
36,7,000000:1:1,000000:0:0,0.8252146233240089,3,False,False
37,1,000000:1:1,000000:2:0,0.16424183640478499,1,False,False
37,2,000000:1:1,000000:0:1,0.17479674796747968,2,False,False
37,3,000000:2:0,000000:1:1,0.18181818181818182,3,False,False
37,4,000000:1:1,000000:1:1,0.4166666666666667,3,False,True
37,5,000000:1:1,000000:1:1,0.5654761904761905,3,False,True
37,6,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
37,7,000000:1:1,000000:1:1,0.8252146233240089,3,False,True
38,1,080000:1:1,080000:1:0,0.29647283126787416,1,False,False
38,2,080000:1:2,080000:1:2,0.5280612244897959,2,False,True
38,3,080000:1:0,080000:1:0,0.6924939467312349,3,False,True
38,4,080000:1:2,080000:1:2,0.7613941018766756,3,False,True
38,5,080000:1:0,080000:1:1,0.6924939467312349,3,False,False
38,6,080000:1:0,080000:1:0,0.31901840490797545,3,False,True
38,7,080000:1:1,080000:1:2,0.4063926940639269,3,False,False
39,1,000000:1:1,000000:1:2,0.6074249946039283,1,False,False
39,2,000000:1:1,000800:1:1,0.3959561920808762,2,False,False
39,3,000000:1:0,000000:2:2,0.14285714285714285,3,False,False
39,4,000000:1:0,000000:2:0,1.0,3,False,False
39,5,000000:1:1,000000:2:0,0.42857142857142855,3,False,False
39,6,000000:1:1,002000:0:1,0.2857142857142857,3,False,False
39,7,000000:0:1,000800:1:2,1.0,2,False,False
40,1,000000:1:1,081800:1:1,0.18497743596262634,0,False,False
40,2,000000:1:1,081800:1:1,0.18497743596262634,0,False,False
40,3,000000:1:1,081800:1:1,0.18497743596262634,0,False,False
40,4,000000:1:1,081800:1:1,0.18497743596262634,0,False,False
40,5,000000:1:1,181800:1:1,0.18497743596262634,0,False,False
40,6,000000:1:1,181800:1:1,0.18497743596262634,0,False,False
40,7,000000:1:1,081800:1:1,0.18497743596262634,0,False,False
41,1,000000:1:1,000800:1:1,0.6074249946039283,1,False,False
41,2,000800:1:1,020800:0:2,0.23793103448275862,2,False,False
41,3,000000:0:2,002800:0:2,1.0,3,False,False
41,4,000800:1:1,080000:0:0,0.07692307692307693,1,False,False
41,5,080000:1:1,080000:1:1,0.2817982456140351,1,False,True
41,6,080000:1:1,080000:1:1,0.4046692607003891,2,False,True
41,7,080000:1:1,080000:1:1,0.47115384615384615,3,False,True
42,1,000000:1:1,000000:2:1,0.14797507788161993,1,False,False
42,2,000000:1:1,000000:1:1,0.225531914893617,2,False,True
42,3,000000:1:1,000000:1:1,0.4339622641509434,3,False,True
42,4,000000:1:1,000000:1:2,0.5154929577464789,3,False,False
42,5,000000:1:1,000000:1:0,0.4168336673346693,3,False,False
42,6,000000:1:1,000000:1:1,0.40217391304347827,3,False,True
42,7,000000:1:1,000000:1:2,0.4175257731958763,3,False,False
43,1,080000:1:1,080000:1:1,0.44108313941188915,1,False,True
43,2,080000:1:1,080000:1:2,0.5455419370343667,2,False,False
43,3,080000:1:1,080000:1:0,0.36538461538461536,3,False,False
43,4,080000:1:1,080000:1:0,0.3081761006289308,3,False,False
43,5,080000:1:0,000000:1:1,0.29545454545454547,3,False,False
43,6,000000:1:1,080000:1:2,0.375,3,False,False
43,7,000000:1:1,080000:1:1,0.25,3,False,False
44,1,000000:1:1,020800:2:2,0.14797507788161993,1,False,False
44,2,000000:2:1,020800:1:1,0.16666666666666666,2,False,False
44,3,020800:1:1,020800:1:1,0.16666666666666666,2,False,True
44,4,020800:0:1,020800:1:1,0.3333333333333333,3,False,False
44,5,020800:1:1,028800:1:1,0.689873417721519,3,False,False
44,6,028800:1:1,028800:1:2,0.35714285714285715,3,False,False
44,7,028800:1:1,020800:1:2,0.5,3,False,False
45,1,000000:1:1,084000:2:2,0.21408839779005526,1,False,False
45,2,000000:0:1,084000:1:1,0.3333333333333333,1,False,False
45,3,000000:2:1,084000:1:1,0.14285714285714285,1,False,False
45,4,000000:2:1,084000:1:0,0.14285714285714285,1,False,False
45,5,000000:0:1,084000:1:1,0.5,1,False,False
45,6,000000:2:1,084000:1:2,0.14285714285714285,1,False,False
45,7,000800:0:0,084000:1:1,1.0,2,False,False
46,1,000000:1:1,028800:0:2,0.16424183640478499,1,False,False
46,2,028800:2:2,020800:2:2,1.0,2,False,False
46,3,000000:2:0,028800:0:0,0.3333333333333333,2,False,False
46,4,028800:1:1,028800:0:0,0.2032967032967033,1,False,False
46,5,028800:1:1,028800:0:2,0.2222222222222222,2,False,False
46,6,028800:1:2,028800:1:1,1.0,3,False,False
46,7,028800:1:1,028800:2:1,1.0,3,False,False
47,1,000000:1:1,000000:2:0,0.16424183640478499,1,False,False
47,2,000000:1:1,000000:2:1,0.17479674796747968,2,False,False
47,3,000000:0:2,000000:2:1,0.19047619047619047,3,False,False
47,4,000000:0:1,000800:2:1,0.16666666666666666,3,False,False
47,5,000000:2:1,020800:0:1,0.25,3,False,False
47,6,020800:0:1,020800:1:1,0.2857142857142857,2,False,False
47,7,020800:1:1,020800:1:0,0.3925925925925926,2,False,False
48,1,000000:1:1,000000:2:1,0.22164308761479276,1,False,False
48,2,000000:1:1,000800:2:0,0.21345707656612528,2,False,False
48,3,000000:0:1,000800:2:1,1.0,3,False,False
48,4,000800:1:1,000000:1:1,0.25,3,False,False
48,5,000800:1:1,000000:1:1,0.5,3,False,False
48,6,000000:1:1,000000:1:1,0.4090909090909091,3,False,True
48,7,000000:1:1,000000:1:0,0.8252146233240089,3,False,False
49,1,000000:1:1,080000:1:1,0.2932537861404314,1,False,False
49,2,080000:1:1,080000:1:0,0.38596491228070173,2,False,False
49,3,080000:1:0,080000:1:0,0.5,3,False,True
49,4,080000:1:1,080000:1:1,0.4258064516129032,3,False,True
49,5,080000:1:1,080000:1:2,0.49321266968325794,3,False,False
49,6,080000:1:1,000000:0:0,0.38461538461538464,3,False,False
49,7,000000:0:0,028800:2:1,0.2,3,False,False
50,1,000000:1:1,080000:1:1,0.2646918299092212,1,False,False
50,2,080000:1:1,080000:1:2,0.3977272727272727,2,False,False
50,3,080000:1:1,080000:1:1,0.3333333333333333,3,False,True
50,4,080000:1:1,080000:1:2,0.3170731707317073,3,False,False
50,5,080000:1:1,080000:1:1,0.4307692307692308,3,False,True
50,6,080000:1:1,080000:1:0,0.3170731707317073,3,False,False
50,7,080000:1:1,080000:1:2,0.4063926940639269,3,False,False
51,1,080000:1:1,080000:1:0,0.44108313941188915,1,False,False
51,2,080000:1:1,080000:1:0,0.4492588369441277,2,False,False
51,3,080000:1:1,080000:0:2,0.4258064516129032,3,False,False
51,4,000000:1:1,080000:1:1,0.125,3,False,False
51,5,080000:1:1,080000:0:1,0.4,3,False,False
51,6,080000:1:1,080000:0:0,0.35714285714285715,3,False,False
51,7,080000:1:2,080000:1:1,0.25,3,False,False
52,1,020800:1:1,000000:0:2,0.10025706940874037,1,False,False
52,2,000000:2:1,000000:0:1,1.0,2,False,False
52,3,000000:1:1,000000:1:0,0.2336448598130841,2,False,False
52,4,000000:1:1,000800:0:0,0.25,3,False,False
52,5,000000:0:1,020800:1:0,1.0,3,False,False
52,6,000000:2:1,020800:2:1,0.16666666666666666,2,False,False
52,7,020800:2:1,000000:0:0,0.2,2,False,False
53,1,080000:1:1,080000:1:2,0.29647283126787416,1,False,False
53,2,080000:1:1,080000:1:1,0.29292929292929293,2,False,True
53,3,080000:1:1,080000:2:0,0.39655172413793105,3,False,False
53,4,080000:1:1,080000:1:1,0.48936170212765956,3,False,True
53,5,080000:1:2,080000:1:1,0.20270270270270271,3,False,False
53,6,080000:1:1,080000:1:2,0.3968253968253968,3,False,False
53,7,080000:1:1,000000:2:1,0.36538461538461536,3,False,False
54,1,000000:1:1,000000:1:0,0.14797507788161993,1,False,False
54,2,000000:1:1,000000:1:2,0.21212121212121213,2,False,False
54,3,000000:1:1,000000:0:2,0.23809523809523808,3,False,False
54,4,000000:1:1,000000:0:2,0.25,3,False,False
54,5,000000:1:1,008000:0:2,0.3333333333333333,3,False,False
54,6,000000:0:0,008000:1:1,0.10344827586206896,1,False,False
54,7,001000:2:0,008000:1:1,0.3333333333333333,2,False,False
55,1,080000:1:1,000000:1:0,0.2817982456140351,1,False,False
55,2,000000:0:2,080000:2:1,0.16666666666666666,2,False,False
55,3,080000:1:1,080000:2:1,0.3333333333333333,2,False,False
55,4,080000:1:2,080000:2:0,1.0,3,False,False
55,5,080000:1:1,080000:2:1,0.26666666666666666,3,False,False
55,6,080000:2:1,080000:2:1,0.4375,3,False,True
55,7,080000:1:1,080000:2:2,0.23529411764705882,3,False,False
56,1,000000:1:1,000800:2:1,0.2932537861404314,1,False,False
56,2,000800:2:1,000800:2:1,0.23076923076923078,2,False,True
56,3,000000:2:1,000800:2:2,0.3333333333333333,3,False,False
56,4,000800:2:1,000800:2:2,0.2857142857142857,3,False,False
56,5,000800:1:1,000800:1:1,0.5,3,False,True
56,6,000800:0:0,004800:0:1,0.375,3,False,False
56,7,000800:0:1,000800:0:0,1.0,3,False,False
57,1,000000:1:1,020800:0:2,0.21408839779005526,1,False,False
57,2,000000:0:0,020800:2:1,0.25,2,False,False
57,3,020800:1:1,020800:2:1,0.2,2,False,False
57,4,020800:0:1,000800:2:0,1.0,3,False,False
57,5,000000:2:2,000000:1:2,1.0,3,False,False
57,6,000000:1:1,000000:1:1,0.26666666666666666,2,False,True
57,7,000000:1:1,000800:1:1,0.75,3,False,False
58,1,080000:1:1,080000:1:1,0.44108313941188915,1,False,True
58,2,080000:1:1,080000:1:1,0.5455419370343667,2,False,True
58,3,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
58,4,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
58,5,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
58,6,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
58,7,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
59,1,000000:1:1,000000:0:0,0.16505423629434182,1,False,False
59,2,000000:1:1,080000:1:2,0.16129032258064516,2,False,False
59,3,080000:1:0,080000:0:1,0.35,2,False,False
59,4,080000:1:1,080000:0:0,0.2235294117647059,2,False,False
59,5,080000:1:0,080000:0:1,0.4,3,False,False
59,6,080000:0:1,080000:0:2,0.2857142857142857,3,False,False
59,7,080000:0:0,080000:1:1,0.25,3,False,False
60,1,080000:1:1,080000:1:2,0.29647283126787416,1,False,False
60,2,080000:1:1,080000:0:1,0.29292929292929293,2,False,False
60,3,080000:0:1,080000:1:0,0.2,3,False,False
60,4,080000:1:1,080000:2:1,0.3333333333333333,3,False,False
60,5,080000:1:1,080000:1:2,0.5,3,False,False
60,6,080000:0:0,080000:1:1,0.18181818181818182,3,False,False
60,7,080000:1:0,080000:1:0,0.2857142857142857,3,False,True
61,1,000000:1:1,080000:1:1,0.16424183640478499,1,False,False
61,2,080000:1:1,080000:1:1,0.46774193548387094,2,False,True
61,3,080000:1:1,080000:1:1,0.20689655172413793,3,False,True
61,4,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
61,5,080000:1:1,080000:1:1,0.6108657243816255,3,False,True
61,6,080000:1:1,080000:0:0,0.6108657243816255,3,False,False
61,7,080000:1:1,000000:1:0,0.36,3,False,False
62,1,000000:1:1,000000:1:1,0.6074249946039283,1,False,True
62,2,000000:1:1,000000:1:1,0.7444817486963354,2,False,True
62,3,000000:1:1,000000:1:0,0.8252146233240089,3,False,False
62,4,000000:1:1,080000:0:2,0.37193763919821826,3,False,False
62,5,080000:1:1,080000:0:2,1.0,3,False,False
62,6,080000:0:0,080800:2:1,1.0,3,False,False
62,7,080000:0:0,084800:0:1,0.16666666666666666,2,False,False
63,1,000000:1:1,000000:0:2,0.16424183640478499,1,False,False
63,2,000000:1:1,020800:0:0,0.1527777777777778,2,False,False
63,3,000000:0:0,020800:1:1,0.08333333333333333,2,False,False
63,4,000000:1:2,020800:2:1,1.0,3,False,False
63,5,020800:2:1,020800:0:1,0.75,3,False,False
63,6,020800:1:1,008800:0:2,0.5,3,False,False
63,7,008800:1:1,008800:2:1,0.07727272727272727,1,False,False
